gender,age,school_type,distance_from_home,parental_education,family_support,internet_access,study_hours,attendance,absences,previous_grades,sleep_hours,extracurricular,tutoring,motivation_level,performance
Female,17,Public,Near,None,High,Yes,7.9,68.1,5,55.7,7.2,Yes,No,Medium,Medium
Male,17,Private,Near,High School,Medium,Yes,5.8,73.4,4,46.0,8.1,No,Yes,Medium,Medium
Female,17,Private,Near,Postgraduate,Low,Yes,3.6,83.4,0,82.4,5.6,Yes,No,Low,Medium
Female,17,Private,Far,High School,High,No,1.8,85.5,8,68.6,7.4,No,Yes,Low,Low
Male,16,Public,Near,High School,Medium,No,2.8,88.4,10,81.6,7.9,Yes,Yes,Medium,Low
Female,17,Private,Near,High School,High,Yes,5.1,85.5,12,62.2,6.5,No,Yes,Medium,Medium
Female,15,Public,Near,College,High,Yes,3.7,80.1,7,64.4,5.5,No,Yes,Medium,Medium
Female,15,Public,Far,Postgraduate,Medium,Yes,5.4,72.4,3,78.7,7.0,No,No,High,Medium
Male,16,Public,Moderate,High School,High,Yes,3.9,84.8,0,79.0,8.5,No,Yes,Low,Low
Male,18,Public,Near,None,Medium,Yes,2.9,100.0,10,80.0,8.4,Yes,No,Low,Low
Female,15,Private,Near,High School,Low,No,2.6,92.2,0,63.6,6.5,Yes,No,Low,Medium
Female,18,Public,Far,None,High,No,8.1,86.4,5,77.2,5.5,No,No,Medium,High
Male,16,Public,Far,High School,Medium,Yes,6.8,92.4,5,84.6,6.5,No,No,High,High
Female,18,Public,Near,High School,High,Yes,8.5,75.5,6,66.4,6.4,Yes,Yes,Medium,Medium
Female,18,Public,Near,High School,High,Yes,6.1,73.9,6,60.3,7.5,Yes,Yes,Medium,Medium
Male,18,Public,Near,College,High,Yes,4.1,71.0,7,88.1,6.9,No,No,Medium,Medium
Female,18,Public,Near,High School,Medium,Yes,7.6,78.5,0,58.2,6.1,No,Yes,Medium,Medium
Male,16,Private,Moderate,Postgraduate,Medium,Yes,4.9,74.9,6,77.4,8.3,No,Yes,Medium,Medium
Male,15,Private,Far,Postgraduate,,No,5.4,94.5,0,67.1,7.2,Yes,No,Medium,Medium
Male,17,Public,Moderate,College,Medium,Yes,4.9,74.3,9,40.4,7.5,Yes,Yes,Low,Low
Female,18,Public,Far,High School,Medium,No,0.0,70.4,4,84.9,4.9,Yes,No,High,Medium
Male,15,Public,Near,High School,High,Yes,8.2,100.0,0,30.0,4.1,Yes,Yes,Medium,Medium
Male,15,Private,Moderate,High School,High,Yes,6.0,74.6,3,38.2,5.3,No,No,Medium,Medium
Male,16,Public,Moderate,College,Low,No,5.7,81.8,4,75.9,6.4,No,No,Medium,Medium
Female,15,Public,Near,College,Medium,No,4.9,85.4,11,75.9,7.7,Yes,Yes,High,Medium
Female,16,Public,Near,Postgraduate,High,Yes,5.3,66.4,7,58.4,4.2,Yes,No,Low,Medium
Male,18,Public,Moderate,Postgraduate,Medium,Yes,3.8,94.8,7,70.2,8.9,Yes,No,Low,Medium
Male,18,Public,Near,,Medium,No,6.2,87.6,11,30.0,7.2,No,No,Medium,Low
Female,17,Private,Near,College,High,Yes,2.4,98.7,6,78.6,8.6,Yes,No,Medium,Medium
Male,17,Public,Moderate,None,High,Yes,5.4,71.8,9,71.7,5.9,Yes,No,Low,Low
Male,17,Public,Far,High School,Medium,Yes,6.1,81.2,9,67.3,7.6,No,Yes,High,Medium
Male,15,Private,Moderate,High School,High,No,4.6,80.5,1,68.3,7.1,No,Yes,Medium,Medium
Male,18,Private,Far,High School,Low,No,5.7,83.2,12,75.4,8.0,No,No,High,Medium
Male,16,Public,Near,Postgraduate,High,No,3.0,62.5,0,67.6,6.7,Yes,Yes,Medium,Medium
Male,17,Public,Moderate,,Low,Yes,3.1,81.3,10,39.9,7.6,Yes,Yes,High,Medium
Male,16,Public,Moderate,College,Low,Yes,5.5,62.9,0,100.0,8.3,Yes,Yes,Medium,Medium
Female,16,Private,Far,College,High,Yes,6.4,84.3,8,86.0,6.2,No,No,Medium,Medium
Male,17,Public,Near,College,Medium,No,1.3,54.5,13,48.7,7.3,No,No,High,Low
Female,18,Private,Moderate,High School,High,Yes,6.0,57.8,5,62.8,4.7,No,No,Low,Medium
Female,17,Private,Moderate,Postgraduate,High,Yes,3.9,89.8,5,64.5,7.8,Yes,No,High,Medium
Male,16,Public,Near,College,High,Yes,4.6,73.4,8,84.2,9.3,No,No,Medium,Medium
Female,17,Public,Near,High School,High,Yes,2.3,68.1,5,35.6,5.5,Yes,No,High,Medium
Male,16,Public,Near,None,Medium,No,3.3,95.3,13,60.5,6.9,Yes,Yes,Medium,Low
Female,16,Public,Near,College,High,Yes,6.9,83.9,7,41.6,8.1,Yes,Yes,High,Medium
Male,17,Public,Far,College,Low,No,5.1,90.5,5,63.7,7.0,No,No,Low,Medium
Male,15,Private,Near,College,Medium,Yes,4.2,78.0,4,60.9,7.2,Yes,Yes,Medium,Medium
Male,17,Private,Near,College,High,No,4.8,100.0,2,69.2,6.5,No,No,High,High
Female,15,Public,Moderate,College,Medium,No,6.0,72.7,3,58.9,6.5,No,No,High,Medium
Male,16,Private,Near,High School,,Yes,5.9,100.0,5,56.7,6.9,Yes,No,Low,Medium
Female,16,Public,Moderate,None,Medium,No,4.8,79.3,4,77.3,7.1,No,Yes,Medium,Medium
Male,15,Public,Near,High School,Medium,Yes,7.2,60.1,3,74.8,5.6,Yes,Yes,Medium,Medium
Female,16,Public,Far,College,High,No,6.9,85.8,14,76.3,6.9,Yes,No,Low,Medium
Male,15,Public,Far,College,Low,No,5.8,83.8,2,65.3,8.9,No,Yes,Medium,Medium
Female,15,Private,Far,High School,Medium,No,5.1,67.4,7,59.4,6.5,No,No,High,Medium
Male,16,Private,Near,College,High,Yes,6.3,68.9,8,66.2,5.5,Yes,No,Medium,Medium
Male,18,Public,Moderate,High School,Medium,Yes,5.6,79.7,9,75.5,6.8,No,No,Medium,Medium
Male,15,Public,Near,High School,Low,Yes,7.1,84.2,6,35.3,6.1,No,No,High,Medium
Male,17,Public,Near,High School,Medium,Yes,6.8,50.4,5,73.9,5.4,Yes,No,Low,Low
Female,17,Public,Near,High School,Medium,No,3.0,92.6,8,72.6,7.2,Yes,No,Medium,Medium
Male,16,Private,Moderate,High School,Low,No,2.8,74.1,7,68.9,6.1,No,Yes,High,Medium
Female,18,Private,Moderate,None,High,No,3.6,64.0,5,65.8,6.3,Yes,Yes,High,Medium
Male,16,Public,Moderate,High School,Medium,Yes,7.0,91.3,0,30.0,7.2,No,No,High,Medium
Female,18,Public,Near,None,High,No,1.8,79.7,4,61.4,5.2,No,No,High,Medium
Male,15,Public,Near,College,High,No,5.8,94.6,1,94.8,4.9,Yes,No,Low,Medium
Male,15,Public,Moderate,High School,High,No,5.7,85.3,3,68.2,7.8,No,Yes,Medium,Medium
Female,15,Public,Near,Postgraduate,Low,Yes,7.3,80.0,6,63.4,4.7,Yes,No,High,Medium
Male,15,Public,Moderate,High School,Medium,Yes,5.4,78.2,7,68.3,5.8,No,Yes,Low,Low
Male,17,Private,Near,High School,Low,Yes,2.3,85.8,13,73.3,4.8,Yes,No,Low,Medium
Female,17,Private,Far,High School,High,Yes,3.1,75.0,4,77.9,6.4,No,No,High,Medium
Female,16,Public,Moderate,None,Low,Yes,2.6,69.8,9,64.6,7.5,Yes,Yes,High,Medium
Male,18,Public,Near,College,Medium,No,3.9,87.3,7,74.4,7.1,No,Yes,Medium,Medium
Male,15,Public,Near,None,Medium,Yes,4.6,78.3,11,93.1,9.9,Yes,Yes,High,Medium
Female,15,Public,Moderate,Postgraduate,Medium,Yes,2.7,80.4,8,83.1,8.3,Yes,No,High,Medium
Male,18,Private,Far,Postgraduate,Medium,Yes,7.9,93.1,2,100.0,5.9,Yes,No,High,High
Male,18,Public,Near,College,Medium,No,2.3,78.6,0,58.1,5.6,No,No,High,Medium
Male,16,Public,Near,College,Low,No,7.7,80.2,7,93.1,10.0,Yes,No,Medium,Medium
Female,18,Public,Far,College,Low,No,7.4,72.8,4,56.1,8.3,No,No,High,Medium
Female,15,Private,Moderate,High School,Medium,Yes,6.8,85.2,2,73.3,7.7,No,No,Medium,Medium
Male,15,Public,Near,College,High,Yes,3.6,84.2,1,79.0,7.1,No,No,High,Medium
Male,15,Public,Moderate,None,Medium,No,5.7,90.8,7,60.3,7.3,Yes,Yes,High,Medium
Male,15,Public,Near,None,Medium,Yes,2.4,73.1,12,69.3,5.2,No,No,Low,Low
Female,15,Private,Moderate,College,,Yes,6.8,74.5,4,81.7,7.2,Yes,No,Low,Medium
Male,16,Private,Near,College,Medium,Yes,4.9,89.5,8,57.3,7.1,No,Yes,Medium,Medium
Male,15,Public,Far,Postgraduate,High,Yes,4.2,83.0,6,93.0,5.9,No,No,High,High
Female,16,Private,Moderate,High School,Low,Yes,2.6,69.1,1,47.2,6.4,Yes,No,High,Medium
Male,15,Private,Moderate,College,,Yes,0.0,95.7,9,97.1,8.8,Yes,Yes,Medium,Medium
Female,17,Private,Moderate,High School,High,Yes,2.9,59.6,2,83.0,6.8,Yes,Yes,Medium,Low
Male,17,Public,Far,High School,High,Yes,7.2,89.4,6,66.7,9.5,Yes,No,High,High
Male,17,Public,Far,High School,Low,Yes,4.2,64.8,5,62.0,4.9,No,No,Medium,Medium
Male,17,Public,Moderate,High School,Medium,Yes,4.7,100.0,10,60.4,6.4,Yes,No,Low,Medium
Female,16,Private,Moderate,High School,High,Yes,6.3,61.5,2,66.0,5.1,No,No,Medium,Medium
Female,16,Public,Moderate,College,Low,Yes,8.6,93.8,8,67.3,5.5,Yes,Yes,High,High
Female,18,Private,Moderate,College,High,Yes,7.7,79.0,3,86.8,6.0,No,Yes,High,High
Male,15,Public,Near,High School,High,Yes,3.1,75.6,4,97.5,7.4,No,Yes,Medium,Medium
Female,17,Private,Moderate,College,High,Yes,1.1,82.2,0,71.0,7.3,No,No,Low,Low
Male,16,Private,Near,College,Low,Yes,9.7,87.6,14,55.3,6.2,Yes,No,Medium,Medium
Male,15,Public,Far,College,High,Yes,9.5,69.1,8,59.8,4.3,No,Yes,High,High
Female,15,Private,Near,College,High,No,5.4,70.2,3,65.3,8.8,Yes,No,Medium,Medium
Male,16,Public,Far,High School,High,Yes,2.5,87.8,2,52.5,6.7,Yes,No,Medium,Medium
Male,17,Private,Moderate,Postgraduate,Low,Yes,6.9,59.5,4,50.3,5.7,No,Yes,Low,Low
Male,18,Public,Moderate,College,Low,Yes,4.8,73.0,9,99.5,7.3,No,No,High,Medium
Male,15,Public,Moderate,High School,Medium,No,4.8,100.0,0,72.5,7.2,Yes,No,Medium,Medium
Male,18,Private,Near,High School,Low,Yes,6.8,68.4,5,55.5,6.6,Yes,Yes,Low,Medium
Female,17,Public,Near,College,Medium,Yes,5.7,93.8,13,80.2,7.2,No,No,High,High
Male,17,Private,Near,None,High,Yes,2.6,73.0,1,50.3,5.6,Yes,Yes,High,Medium
Female,18,Public,Moderate,,Medium,No,4.4,86.1,6,51.6,7.9,Yes,Yes,Medium,Medium
Female,17,Public,Near,High School,High,No,6.3,87.9,15,56.0,5.8,No,Yes,Medium,Medium
Male,15,Public,Moderate,College,Low,Yes,6.0,93.5,9,92.8,6.3,Yes,No,Medium,Medium
Male,18,Public,Near,High School,Low,Yes,5.5,77.6,7,64.2,7.8,No,No,Low,Medium
Male,17,Public,Near,College,Low,Yes,6.9,100.0,8,31.4,8.4,No,No,Low,Medium
Female,18,Public,Near,Postgraduate,Medium,No,4.3,72.9,4,86.2,8.9,No,No,Medium,Medium
Male,15,Public,Far,High School,High,Yes,5.4,82.8,11,63.4,8.3,Yes,No,Low,Medium
Female,17,Public,Moderate,College,Low,Yes,0.0,82.9,4,40.3,6.6,No,No,High,Medium
Male,15,Private,Near,None,Medium,No,4.1,66.5,0,63.2,5.2,Yes,No,Low,Low
Female,17,Private,Moderate,None,Medium,No,6.5,76.6,4,75.8,8.7,Yes,No,Medium,Medium
Male,16,Public,Near,High School,High,No,4.2,81.9,2,74.1,8.6,Yes,Yes,Medium,Medium
Male,17,Private,Far,College,Low,No,4.1,74.8,5,95.0,6.2,No,No,Medium,Medium
Female,18,Public,Moderate,High School,Medium,No,2.9,100.0,5,55.2,8.1,No,No,Medium,Medium
Female,17,Private,Near,High School,Low,Yes,7.0,69.9,11,68.7,,Yes,No,High,Medium
Male,15,Private,Moderate,High School,Medium,No,6.1,94.2,9,57.5,8.8,Yes,Yes,Medium,Medium
Female,15,Private,Near,College,Medium,No,6.7,90.3,7,44.9,,Yes,No,High,Medium
Male,17,Public,Far,College,High,Yes,1.5,79.8,6,81.3,9.4,Yes,No,Medium,Medium
Female,18,Private,Near,High School,Medium,Yes,4.7,69.6,2,74.9,7.9,No,Yes,Low,Medium
Female,16,Public,Moderate,None,Medium,No,4.4,70.8,0,72.3,9.2,No,Yes,Medium,Medium
Male,18,Private,Near,Postgraduate,Medium,Yes,4.4,73.8,6,74.4,6.4,No,Yes,Medium,Medium
Male,16,Public,Moderate,High School,Low,No,3.8,58.6,9,57.7,7.5,No,No,High,Medium
Male,15,Public,Moderate,Postgraduate,Medium,Yes,4.3,68.0,6,52.9,5.8,No,No,High,Medium
Female,18,Private,Moderate,Postgraduate,High,Yes,6.7,62.2,4,68.6,8.0,Yes,Yes,Low,Medium
Female,16,Private,Moderate,College,High,Yes,1.2,96.2,8,85.4,8.1,Yes,No,Low,Medium
Male,17,Public,Far,High School,High,Yes,8.6,87.4,6,92.1,9.9,Yes,Yes,Medium,Medium
Male,15,Private,Near,,High,Yes,6.0,89.4,13,79.9,7.6,Yes,No,High,Medium
Female,17,Public,Near,College,Low,Yes,4.9,87.1,11,68.4,7.9,No,No,Low,Medium
Female,15,Public,Near,College,Medium,Yes,6.8,82.0,10,72.0,6.4,No,No,Medium,Medium
Female,18,Public,Far,High School,Low,Yes,2.1,97.5,9,68.2,7.6,No,Yes,Medium,Medium
Male,18,Public,Near,High School,Medium,Yes,3.7,72.7,1,52.6,6.5,Yes,No,Medium,Low
Male,15,Public,Moderate,High School,Low,Yes,4.8,81.3,9,68.4,7.1,Yes,No,Low,Medium
Male,15,Public,Moderate,,Medium,No,7.7,89.0,8,48.0,7.2,No,No,Low,Low
Female,15,Public,Near,College,,Yes,4.9,64.1,8,66.1,6.6,No,No,Medium,Medium
Male,18,Public,Near,High School,High,Yes,5.9,100.0,8,92.5,7.1,Yes,No,Low,Medium
Female,16,Public,Near,College,High,Yes,3.8,80.3,8,80.3,6.5,No,Yes,Low,Low
Male,17,Private,Near,High School,High,Yes,6.0,81.7,17,54.2,6.5,No,No,Low,Medium
Female,17,Private,Near,College,Low,Yes,8.4,95.1,6,66.9,8.3,Yes,No,Medium,Medium
Female,18,Public,Near,Postgraduate,Low,Yes,7.0,91.0,10,55.5,7.2,Yes,No,Medium,Medium
Female,17,Public,Far,High School,High,No,4.8,80.5,4,67.1,7.4,No,No,Medium,Medium
Male,15,Public,Far,High School,,No,6.4,81.6,9,83.6,5.3,No,No,Medium,Medium
Male,16,Public,Near,High School,Medium,No,6.2,62.0,10,77.8,7.5,Yes,No,Low,Low
Male,17,Private,Near,College,Medium,Yes,6.0,73.3,7,100.0,7.6,No,Yes,Medium,Medium
Female,16,Public,Near,College,Medium,Yes,7.2,86.2,13,85.9,6.5,No,No,Low,Medium
Female,15,Public,Moderate,Postgraduate,Medium,Yes,7.2,85.3,2,71.1,9.5,No,Yes,Medium,Medium
Female,17,Public,Far,High School,Medium,Yes,4.7,94.7,4,78.2,4.3,Yes,No,Low,Medium
Female,18,Public,Near,Postgraduate,Medium,No,6.3,78.6,7,65.0,,No,No,High,Medium
Female,16,Private,Near,None,High,Yes,4.2,63.4,10,51.1,7.9,Yes,Yes,Low,Medium
Male,15,Private,Moderate,College,Medium,Yes,3.2,92.7,7,87.6,7.6,No,No,High,Medium
Female,16,Public,Moderate,None,Medium,Yes,4.5,97.2,11,83.1,7.2,No,No,High,High
Male,17,Public,Near,Postgraduate,Low,No,4.8,90.8,3,64.4,7.7,Yes,No,Medium,Medium
Male,17,Private,Moderate,College,Medium,No,1.7,78.0,1,72.1,8.0,Yes,Yes,High,Medium
Male,18,Private,Near,College,High,Yes,6.7,92.5,7,86.6,6.1,No,No,Low,Medium
Male,15,Public,Near,College,High,No,0.0,100.0,6,80.7,7.4,No,No,Low,Low
Male,15,Public,Moderate,High School,High,Yes,10.4,81.4,8,46.1,6.8,Yes,Yes,Medium,Medium
Female,18,Public,Far,None,Medium,No,8.0,64.3,6,71.7,5.7,Yes,No,Low,Low
Male,18,Public,Near,Postgraduate,Medium,No,4.5,73.0,5,65.5,7.9,Yes,Yes,Medium,Medium
Female,15,Public,Far,,Medium,No,5.0,87.5,6,84.7,6.3,Yes,Yes,Medium,Medium
Male,16,Public,Near,High School,Medium,Yes,5.6,60.7,6,83.5,5.2,No,No,Low,Low
Male,16,Public,Moderate,College,,Yes,3.8,82.0,5,87.8,6.4,No,Yes,Medium,Medium
Male,18,Public,Moderate,College,Medium,Yes,5.4,84.6,5,51.2,6.0,No,No,Low,Medium
Male,16,Private,Far,None,Medium,Yes,4.7,98.4,4,56.2,8.2,Yes,No,Medium,Medium
Female,15,Public,Far,High School,High,No,4.8,95.7,9,84.7,7.2,No,No,High,Medium
Male,17,Public,Near,None,Low,Yes,5.4,90.4,7,59.1,8.7,Yes,Yes,Medium,Medium
Female,17,Public,Far,High School,High,Yes,2.4,54.0,15,45.2,6.2,No,No,Medium,Low
Male,16,Public,Far,Postgraduate,Low,No,5.1,91.1,7,76.0,8.0,Yes,Yes,Medium,Medium
Female,18,Private,Moderate,Postgraduate,Low,Yes,5.3,88.5,4,59.8,10.0,Yes,No,High,Medium
Female,18,Public,Near,College,High,Yes,5.3,83.1,17,94.8,7.4,No,Yes,Low,Medium
Female,18,Public,Far,High School,High,Yes,4.6,59.2,8,72.4,8.0,Yes,No,High,Medium
Male,18,Private,Far,Postgraduate,Low,Yes,7.3,70.7,10,70.4,7.8,No,No,Medium,Medium
Male,18,Public,Near,College,Medium,Yes,4.3,66.0,8,62.5,5.3,No,No,Medium,Low
Male,16,Private,Far,High School,Low,No,5.5,55.8,8,91.9,7.7,No,Yes,High,Medium
Female,17,Public,Near,Postgraduate,Medium,Yes,7.6,80.0,8,73.4,7.4,No,No,High,High
Male,17,Public,Near,College,High,No,4.8,70.4,2,61.9,6.7,Yes,No,Medium,Medium
Male,16,Public,Moderate,College,High,Yes,5.4,100.0,7,56.1,5.9,Yes,No,Low,Medium
Female,18,Public,Moderate,College,Medium,Yes,4.8,78.0,1,66.9,7.8,No,Yes,High,Medium
Male,16,Private,Moderate,High School,Medium,Yes,7.5,95.5,5,53.3,5.8,No,Yes,Medium,Medium
Female,17,Private,Near,High School,Medium,Yes,4.5,61.2,3,83.4,9.6,Yes,Yes,Medium,Medium
Male,15,Public,Far,College,Medium,Yes,7.6,73.6,7,40.9,7.1,No,Yes,Low,Medium
Male,16,Public,Near,High School,High,Yes,4.8,81.2,7,65.9,5.5,Yes,Yes,Medium,Medium
Female,18,Private,Near,High School,High,Yes,3.3,69.1,8,77.2,6.4,Yes,No,High,Medium
Male,17,Private,Near,College,Medium,Yes,6.4,74.9,7,73.1,6.7,Yes,Yes,Medium,Medium
Female,17,Public,Moderate,College,Medium,Yes,4.4,77.4,4,57.2,9.9,Yes,No,High,Medium
Male,17,Public,Far,College,Medium,Yes,6.2,77.2,5,77.9,5.9,Yes,No,Low,Medium
Male,17,Public,Moderate,College,Low,No,0.0,100.0,10,54.7,6.9,Yes,No,Low,Low
Female,18,Private,Far,College,High,No,5.0,84.5,10,67.7,6.4,Yes,No,Medium,Medium
Female,15,Public,Near,College,Medium,Yes,4.1,85.8,1,77.8,7.6,Yes,Yes,High,Medium
Female,17,Public,Moderate,High School,Medium,Yes,2.9,86.5,0,74.9,6.4,Yes,Yes,High,Medium
Male,16,Private,Moderate,High School,Medium,No,3.9,87.4,3,57.9,5.6,No,No,High,Medium
Female,15,Public,Moderate,High School,High,Yes,3.9,79.0,10,86.0,6.8,Yes,Yes,Low,Medium
Male,17,Public,Near,High School,Low,No,4.9,76.2,11,69.3,6.6,Yes,Yes,High,Medium
Male,15,Public,Moderate,High School,High,Yes,2.3,82.0,2,79.1,6.3,Yes,No,High,Medium
Female,16,Public,Moderate,High School,High,No,5.6,93.9,7,90.9,6.4,Yes,Yes,Low,Medium
Male,17,Public,Moderate,College,High,Yes,7.7,93.5,13,84.8,8.4,Yes,No,Medium,High
Female,16,Public,Moderate,Postgraduate,Medium,No,5.6,77.1,8,84.8,6.6,Yes,No,Medium,Medium
Male,18,Public,Near,High School,Medium,Yes,6.6,89.2,12,70.9,5.6,No,No,Medium,Medium
Male,17,Public,Moderate,College,Medium,Yes,7.2,77.7,10,79.9,6.4,No,No,High,Medium
Female,17,Private,Near,College,Medium,Yes,7.5,80.4,2,71.2,7.1,No,Yes,Low,Medium
Female,17,Private,Far,None,Low,Yes,8.7,74.3,5,49.9,5.4,Yes,No,Medium,Medium
Female,17,Public,Moderate,Postgraduate,Medium,No,4.0,77.8,6,72.5,9.0,Yes,Yes,Low,Medium
Female,18,Public,Near,College,Medium,Yes,3.6,96.1,6,71.8,8.0,Yes,No,Medium,Medium
Female,17,Public,Far,High School,High,No,6.6,81.1,10,76.8,8.7,No,Yes,High,Medium
Female,15,Public,Moderate,,Low,Yes,6.4,81.6,8,66.1,7.5,Yes,No,Low,Medium
Female,17,Public,Near,High School,Medium,No,6.6,62.6,0,56.6,4.5,Yes,No,Medium,Medium
Male,18,Private,Moderate,College,High,Yes,8.8,76.3,1,77.8,8.8,Yes,Yes,High,High
Male,17,Public,Near,None,High,No,5.0,77.1,0,48.3,6.0,No,Yes,High,Medium
Male,15,Public,Far,College,High,No,5.9,70.1,7,89.9,6.1,No,Yes,Medium,Medium
Female,18,Public,Far,High School,High,Yes,3.0,80.3,7,64.5,7.2,No,No,Low,Medium
Female,18,Private,Far,College,High,No,9.3,74.8,7,71.7,8.7,Yes,Yes,Medium,Medium
Male,15,Public,Moderate,High School,Medium,No,4.3,81.0,2,76.4,8.3,Yes,No,High,Medium
Female,15,Public,Moderate,College,Medium,Yes,4.4,81.5,9,76.9,,No,No,High,Medium
Female,15,Public,Moderate,College,Low,Yes,4.3,68.5,9,46.9,6.6,Yes,No,Low,Low
Male,15,Private,Near,College,Low,Yes,3.7,75.2,1,80.4,6.6,Yes,No,Medium,Medium
Female,15,Private,Moderate,College,Medium,No,3.5,80.9,0,72.5,7.4,No,Yes,Low,Medium
Female,18,Public,Moderate,College,Low,Yes,4.0,94.2,6,58.5,6.8,No,Yes,Low,Medium
Male,18,Public,Near,Postgraduate,Medium,Yes,2.3,83.1,13,56.8,8.1,No,No,Medium,Medium
Female,17,Public,Near,College,Low,Yes,3.4,72.1,13,63.0,8.0,No,No,Low,Low
Male,17,Public,Far,College,Low,Yes,8.9,84.8,8,48.5,7.7,Yes,Yes,Low,Medium
Female,16,Private,Far,College,High,No,6.5,100.0,3,93.8,4.0,Yes,Yes,High,High
Female,17,Private,Near,High School,Low,No,6.9,91.0,10,90.3,7.2,No,Yes,Medium,Medium
Female,17,Private,Near,High School,High,Yes,7.4,86.6,4,74.8,6.9,No,Yes,High,Medium
Male,15,Private,Near,High School,Low,Yes,8.7,88.7,3,64.6,7.2,No,Yes,Medium,Medium
Female,15,Public,Far,College,High,Yes,1.5,97.3,0,65.0,6.1,No,No,High,Medium
Female,17,Public,Near,High School,High,Yes,2.5,92.9,6,79.4,5.4,No,No,Medium,Medium
Male,16,Private,Moderate,College,High,Yes,3.4,86.8,3,94.4,7.6,Yes,Yes,Medium,Medium
Female,15,Public,Near,College,High,Yes,4.1,92.8,6,59.4,6.6,No,No,Medium,Medium
Male,17,Private,Moderate,High School,Low,Yes,4.4,67.0,0,51.2,7.7,No,Yes,Low,Low
Female,17,Public,Near,College,High,Yes,4.1,62.0,7,91.2,,Yes,No,High,Medium
Male,18,Public,Moderate,High School,High,No,5.4,81.9,0,41.2,8.7,Yes,No,Medium,Low
Male,16,Private,Near,High School,High,Yes,5.1,80.8,10,52.9,8.2,No,No,Low,Medium
Male,18,Public,Moderate,College,High,No,3.6,73.5,8,64.3,7.4,Yes,Yes,Medium,Medium
Female,16,Private,Near,None,Medium,Yes,0.6,89.9,5,44.6,6.7,No,Yes,High,Medium
Male,15,Private,Moderate,High School,High,Yes,3.0,57.6,8,84.7,8.0,Yes,No,Low,Medium
Female,16,Private,Far,,Medium,No,3.9,73.6,2,80.9,7.5,No,Yes,Low,Low
Male,17,Private,Near,High School,Medium,Yes,4.5,74.2,6,59.4,7.3,Yes,Yes,High,Medium
Male,17,Public,Far,Postgraduate,Low,Yes,2.7,60.4,9,87.2,8.3,Yes,Yes,Low,Low
Female,16,Private,Moderate,Postgraduate,High,Yes,4.0,97.9,0,89.7,8.7,Yes,No,Low,Medium
Female,16,Public,Near,High School,Low,Yes,2.7,63.7,4,66.3,5.5,Yes,Yes,Medium,Medium
Male,16,Public,Near,None,Medium,No,4.7,72.9,6,61.2,5.7,Yes,No,Medium,Medium
Female,18,Public,Near,College,Medium,Yes,2.9,90.9,5,100.0,6.1,Yes,No,Medium,Medium
Female,16,Public,Moderate,College,High,Yes,3.3,87.8,12,78.8,5.2,No,Yes,Medium,Medium
Female,15,Public,Moderate,High School,Medium,Yes,2.4,66.7,2,71.8,6.9,Yes,No,High,Medium
Male,18,Public,Near,College,Medium,Yes,4.7,88.2,4,88.5,7.7,No,Yes,High,Medium
Male,18,Public,Moderate,None,Low,No,3.3,83.5,0,72.5,7.0,No,No,High,Medium
Female,16,Private,Far,Postgraduate,High,No,6.8,100.0,12,60.4,6.4,No,No,Medium,Medium
Male,15,Public,Far,High School,High,Yes,5.8,84.8,5,69.2,8.4,Yes,No,Low,Low
Female,18,Private,Moderate,High School,High,Yes,4.9,78.3,4,83.6,7.2,No,No,High,Medium
Female,17,Private,Far,High School,Medium,Yes,3.4,69.7,6,38.1,7.4,Yes,Yes,Low,Low
Female,18,Private,Moderate,Postgraduate,High,Yes,5.8,71.1,9,63.7,8.4,No,No,High,Medium
Female,16,Public,Near,College,Medium,No,6.4,70.1,7,88.7,6.9,No,No,Low,Medium
Female,15,Private,Far,College,Medium,Yes,5.3,96.5,17,60.3,9.5,Yes,Yes,High,Medium
Male,16,Public,Moderate,High School,Medium,Yes,8.2,80.2,8,91.2,6.5,Yes,Yes,High,Medium
Female,17,Private,Moderate,High School,Medium,No,5.9,86.8,4,89.2,9.4,Yes,Yes,Medium,Medium
Male,17,Public,Moderate,High School,,Yes,6.8,98.2,4,67.0,5.8,Yes,Yes,Low,Medium
Male,17,Private,Far,College,Medium,Yes,5.3,51.7,4,59.5,7.6,No,No,Low,Low
Female,16,Private,Far,College,Medium,Yes,6.4,95.3,0,63.7,,No,Yes,Medium,Medium
Female,18,Public,Near,College,Medium,No,3.4,80.7,6,100.0,8.3,Yes,No,Low,Medium
Female,16,Public,Near,,Low,No,4.1,85.2,9,96.1,6.4,No,Yes,Medium,Medium
Female,15,Private,Moderate,Postgraduate,Medium,Yes,5.7,70.1,4,69.9,7.3,No,Yes,Medium,Medium
Male,18,Public,Moderate,High School,Medium,Yes,5.7,70.9,3,58.9,6.2,No,Yes,Medium,Medium
Male,17,Private,Near,Postgraduate,Low,No,6.0,85.9,12,69.8,8.1,Yes,Yes,Medium,Medium
Female,16,Public,Moderate,None,High,Yes,7.2,100.0,0,71.7,6.2,No,No,Medium,Medium
Male,17,Public,Moderate,College,High,Yes,2.2,92.0,0,49.3,9.0,Yes,No,Low,Low
Male,17,Private,Near,High School,High,No,3.1,95.2,1,69.2,5.8,No,Yes,High,Medium
Male,15,Private,Near,High School,Medium,No,5.5,77.7,0,87.8,5.4,Yes,No,High,Medium
